dates,diamonds,butter,cars,cucumber,bananas
2017-01-09,1.9475234708231837,2.84591598530979,2.9617823666069265,1.2441740175713867,7.569157144505874
2017-01-10,1.904433285511119,3.12326826642079,2.8871775061337708,1.2421715099849682,7.558653752713213
2017-01-11,1.9672944141015856,2.6751997805662735,2.8136798106446816,1.256096443185253,7.538553944320618
2017-01-12,1.934414105432105,2.7785922243239285,2.724672280979817,1.2545640308905612,7.524428833560848
2017-01-13,2.035544214515118,2.956220963141611,2.7495253346400004,1.2520482834549298,7.425724745936643
2017-01-16,2.0120278200783024,2.828651938224359,2.6552596271889,1.2481591283033153,7.421398123989156
2017-01-17,3.9730961408670495,2.7389774348927154,2.6225276365397763,1.246327127828054,7.492719466555505
2017-01-18,3.3061126188063357,2.660622886249835,2.657548522044284,1.2426184375143847,7.62327580758362
2017-01-19,2.8006293827305297,2.935484767553022,2.640165310033101,1.2443404477155644,7.621175847709722
2017-01-20,2.5785175753955207,3.486019531611779,2.8517098816020194,1.255669937136526,7.60242326268532
2017-01-23,2.3835711203780825,2.710735295197194,2.7789205139521833,1.255211917526215,7.584706704045829
2017-01-24,2.2318295134017485,2.8346966525407984,2.834823309409333,1.2518816506592592,7.610741603205529
2017-01-25,2.2202444520781595,3.022348536291024,2.7226759201696926,1.2479698859482975,7.594833244939455
2017-01-26,2.2040758161938663,2.991679486193325,2.712663825110963,1.2577693050104597,7.8236954424684
2017-01-27,2.2500428825880756,3.2205736475297053,2.8411353238220896,1.254980716462205,7.795635029833027
2017-01-30,2.174091943493045,2.716639890211183,2.7810533364242493,1.2630779496414706,7.778235643599181
2017-01-31,2.164214900343415,2.8357795242948622,2.9856509665356237,1.2030969756335281,7.764121042366842
2017-02-01,2.1466885226133177,2.6986986074508827,2.8883188934125394,1.1843816312508542,7.74417606551707
2017-02-02,2.146478150347054,2.9296414640685136,2.7851045422272813,1.1799057134364477,7.724792005041995
2017-02-03,2.2120283054367738,3.1911013683796163,2.803850517379801,1.2533081568112914,7.79497059025346
2017-02-06,2.1939753557865083,2.729945117965705,2.8423278987629836,1.252619385942573,7.800323192631168
2017-02-07,2.1996278122923156,2.922235104215488,2.7165443052976332,1.2491869596077376,7.7903839708871825
2017-02-08,2.1256249575216604,2.7906348998352737,2.568704399219381,1.2486498020313566,7.771751668227082
2017-02-09,2.1817908303386164,3.6062747446645944,2.471605973030188,1.177613369324348,7.763675295534202
2017-02-10,2.063631725902631,2.8232020470384214,2.551854648201343,1.159422448715595,7.746009082466197
2017-02-13,2.365012039647971,3.01182287877301,2.425013135912719,1.2404566974301268,7.739573100515302
2017-02-14,2.2650753809930064,2.7340313962555607,2.3948599360675455,1.2375772570886134,7.824851325678762
2017-02-15,2.2557531253484955,2.7091546463469722,2.6220257262142925,1.2389987206159525,7.8544712488825565
2017-02-16,2.0923501552110375,2.6916211443167946,2.596404089353107,1.2380070364583693,7.917606359355746
2017-02-17,2.1409052023015818,3.1360103557417207,2.563707968015752,1.2356143076280084,7.917750216225275
2017-02-20,2.1331883471541486,2.7418560224457247,2.525898406397755,1.2364220188323831,7.909953486893259
2017-02-21,2.1517487492086786,2.7603100104668887,2.4707235177805877,1.232489120167529,7.8703946767025865
2017-02-22,2.146978295186309,2.7143867301322913,2.408911271166251,1.2325061202815923,7.865859419614439
2017-02-23,2.14598748613004,2.749253231424851,2.360311125617939,1.2332065736071338,7.885624216413194
2017-02-24,2.1735949688869423,2.7469326841440216,2.444388355895516,1.2343280015954485,7.870132211933783
2017-02-27,2.1630942641243376,2.7678056692006128,2.4404654971117745,1.2299319194069094,7.920231071054232
2017-02-28,2.1506086656657715,2.814926873557123,2.5133248401986825,1.2339815447902653,7.933479534282472
2017-03-01,2.1412216005440623,2.934040987130251,2.454430236510906,1.2354175963793477,7.718714918553524
2017-03-02,2.127745837903855,2.7414328919299122,2.4517507052656815,1.2625022587004389,7.904877401934144
2017-03-03,2.1220781149881023,2.7934107859097392,2.416113284391551,1.1961962814815588,7.882281060164613
2017-03-06,2.1792717590399966,2.7552028675515094,2.365286928312895,1.183877154598205,7.867882725854681
2017-03-07,2.213161012004617,3.148127008077032,2.4115309117504444,1.1919118450273947,7.846264740070992
2017-03-08,2.3004445150537727,2.8095010160595066,2.59318238559502,1.184359398621047,7.881506574448953
2017-03-09,2.494594122440429,2.7471512112760235,2.6342819635579864,1.183245518095821,7.650850282597563
2017-03-10,2.3106324203876616,2.747402431554034,2.483279765835832,1.176790249124454,7.6313335110176315
2017-03-13,2.2335741305156493,2.7377322946012206,2.416347492845298,1.2493548602904,7.608308314606853
2017-03-14,2.2023268804644456,2.7036545911513414,2.4128363813098237,1.2518869837859194,7.596795351202426
2017-03-15,2.2100900531745267,3.2771462705439913,2.389117124167627,1.2468609095754501,7.572393762347596
2017-03-16,2.2440342662488155,2.781138865814589,2.361276786833251,1.248747124349387,7.591399938344286
2017-03-17,2.227370909586605,2.859758898158811,2.3236005538059414,1.2480240062881127,7.591902422195084
2017-03-20,2.1309147821665677,2.750401868654578,2.2691454004362193,1.2482351277501154,7.574788920301744
2017-03-21,2.156619009864178,2.8061797691092494,2.261130109026209,1.1967172521041824,7.552301726305833
2017-03-22,2.1203541500490473,2.7529784074916606,2.360649286289145,1.2420272052313461,7.65324478396719
2017-03-23,2.1185079509717037,2.745689615397744,2.341291129120709,1.2386291394945002,7.623056835295227
2017-03-24,2.1017960113861744,2.960502741681538,2.3117255212272463,1.237879888527157,7.625239797166481
2017-03-27,2.0239000922792294,2.7978688306781567,2.3077924283827422,1.2341071140281492,7.812644140581866
2017-03-28,1.9950270008820719,2.7767042751751037,2.325090902753267,1.2321322752054562,7.628879997886448
2017-03-29,2.1383943860116297,2.9247545366536105,2.3016758851554457,1.228736471541909,7.608609017335776
2017-03-30,2.101246653488856,2.7619446982886386,2.293740570361825,1.2265600564623222,7.606507891206924
2017-03-31,2.06268518271766,2.8108509358287637,2.387232834898496,1.239165513598843,7.602529309401001
2017-04-03,2.011969183515839,2.5154455719297526,2.4019362741456893,1.2374599970109468,7.595038945352757
2017-04-04,2.4102345931595197,2.4745787622500632,2.6508797894601672,1.2351735792572982,7.620435357868434
2017-04-05,2.3442192134142306,2.449696224047491,2.904308324340801,1.2320741792525098,7.64553896729487
2017-04-06,2.1049053917600387,2.404736470588173,2.9558839451899233,1.1484531248399166,8.133472637818883
2017-04-07,2.1013591783780767,2.457445322206023,2.918249083014636,1.1401950403718093,7.6528448169790755
2017-04-10,2.126591173049756,2.436547654739144,2.508576394395114,1.1407961016029236,7.6493728049426
2017-04-11,2.1242365798868015,2.3709710960582364,2.8818930262547218,1.135433276262873,7.646026721167977
2017-04-12,2.126975670746364,2.337926446458719,2.994432082224279,1.1416694294176037,7.648587139429474
2017-04-13,2.1193881691064167,2.3433815643880336,3.0463917175051796,1.1378045755762964,7.59211688201918
2017-04-14,2.09727337176907,2.31864277619997,2.941070633889447,1.1953244518921913,7.58331984669017
2017-04-17,2.075106967146034,2.25832488379843,3.138483356026639,1.1938981459403755,7.559080841027534
2017-04-18,2.194516413686321,2.199049797762289,3.0650749489094364,1.1932575841695265,7.5478483051592145
2017-04-19,2.45468748538896,2.2431236254232294,2.9960211653063458,1.198234196564458,7.520428575868997
2017-04-20,2.2682692364093335,2.312321917183559,3.0756910040845105,1.1976052560184867,7.505896442321945
2017-04-21,2.1894894768658517,2.289043206321146,2.96445405478736,1.2033723941264598,7.486104984790212
2017-04-24,2.265937714815597,2.3578994538053695,2.973602100746582,1.2219295891695623,7.462867340327245
2017-04-25,2.190955227346255,2.3127302946887767,3.2396664174883942,1.2165269997225425,7.454243588612209
2017-04-26,2.2783814124347597,2.2925079343646986,3.391023327580612,1.220613245887018,7.674391384193341
2017-04-27,2.213043221580658,2.255232110522236,3.3720098564952248,1.2349709833730256,7.628932808188327
2017-04-28,2.1866664873471944,2.1956554396547143,3.2366066311273025,1.2329199498856764,7.597417150852578
2017-05-01,2.209857980663622,2.1565876248390707,3.1121942487040672,1.2309903798323882,7.41568159119973
2017-05-02,2.252463348708501,2.0967188264600125,3.0627235888401128,1.2329739561890976,7.397250946099751
2017-05-03,2.1845394219179304,2.069622219200233,3.1866507311881733,1.2258511055199717,7.492916019756505
2017-05-04,2.169451881742719,2.0133652789400016,3.265998672347532,1.22914740039988,7.457369907722541
2017-05-05,2.148444289119484,2.023388007878896,3.14778417278966,1.2411755508747095,7.4133005863227215
2017-05-08,2.235686730320733,2.09548691277549,3.09107897464569,1.241293044672372,7.538892583794204
2017-05-09,2.176473224746099,2.0643669401251565,3.5202710561546455,1.2412963010608817,7.594740637628267
2017-05-10,2.1902448375848986,2.045341608245426,3.391731985171332,1.2363194723917204,7.49289834309484
2017-05-11,2.205497967362661,2.0217093743571226,3.3464711945024845,1.2328512841567065,7.496666512375232
2017-05-12,2.181075945375381,1.967927858314928,3.2769017977257016,1.2320928160164617,7.489309437350771
2017-05-15,2.1787073406840656,1.9409450804100437,3.2225432423846456,1.1918746177017878,7.4470935264281755
2017-05-16,2.3365005870796707,1.899385222704059,3.118392269952605,1.188821803607686,7.469589878614985
2017-05-17,2.2728651983672052,1.8576919278281285,3.015485282262808,1.1923143269373355,7.484551091684286
2017-05-18,2.1836797115567923,1.9734883177563165,2.930956891232125,1.1921043196926273,7.4787115696668085
2017-05-19,2.2026336394208075,1.9111587905170506,2.8785071866591365,1.1910550379796137,7.581198772744036
2017-05-22,2.1873340250556796,1.9047329890536693,2.846695993634929,1.1858154271195835,7.456902136972089
2017-05-23,2.1726564041226255,1.8561086988196045,2.8334900693306246,1.1809727211512635,7.448240433656094
2017-05-24,2.246663717232687,1.8142597429955083,2.7617129654474217,1.2160192272834731,7.432137200272712
2017-05-25,2.2380539993415423,1.7809630870703903,2.694161220752833,1.1794621822169689,7.492058607880167
2017-05-26,2.3558449945586526,1.7480018686330872,2.620138881907033,1.173938424213842,7.429076574285473
2017-05-29,2.233863135478478,1.838950628895333,2.7185539823596305,1.1798886169656615,7.6375206954305686
2017-05-30,2.23240231882543,1.9368445032976493,2.8531463031288253,1.1800316440854872,7.494319858698005
2017-05-31,2.233283501400397,1.838996153217618,2.836878859006776,1.1747137860921477,7.4848297785424585
2017-06-01,2.23732083288777,1.8399412503742478,2.90456841568699,1.1721710156124234,7.477731845441009
2017-06-02,2.2251673177092677,1.8345826614368945,2.9323678644626896,1.176078844973857,7.469044442486208
2017-06-05,2.2240268752527217,1.7808918310288606,2.8632669621947273,1.2434270551021087,7.460213004162098
2017-06-06,2.220713277635638,1.8794392469128987,2.900964771243125,1.2059239750166209,7.428368124140955
2017-06-07,2.2162128836181494,1.9288101967614446,2.8088057796897306,1.1942693731293044,7.403471826158423
2017-06-08,2.2074913785163464,1.941063154656127,2.732998652723887,1.178350216757515,7.3833795944259775
2017-06-09,2.2061431491103303,1.911327615376519,2.700005455866615,1.174525436974243,7.35459008775124
2017-06-12,2.1970846323388575,1.8554589710228295,2.6372531990924624,1.182102829324985,7.474303006361645
2017-06-13,2.189197524094511,1.9472819598512923,2.6684470932160376,1.1812300858251397,7.517966783922117
2017-06-14,2.1856188804274246,1.8963936478992414,2.591836022078232,1.1807325936761295,7.498973304708361
2017-06-15,2.183126620920424,1.8531428989179402,2.529245671818341,1.1755104399534309,7.479125205679099
2017-06-16,2.1796283928755966,1.8728642521646863,2.6132936391760695,1.1709876184834054,7.449199355958101
2017-06-19,2.1705381667449415,1.879177455452214,2.667468997357297,1.1699498350552797,7.43167183292016
2017-06-20,2.203748297633014,1.9141780162043016,2.6100583495846035,1.1722445302637696,7.4172059783846125
2017-06-21,2.167902716298385,2.045903582905998,2.5503144503707547,1.168869478877235,7.401035502019649
2017-06-22,2.142236736961477,2.122666161560765,2.5091587393964896,1.1709800032878617,7.368197336024831
2017-06-23,2.2130111684462395,2.1712762171968683,2.428515385736582,1.1678669186562587,7.385229080429816
2017-06-26,2.1770201216617493,2.7562402015812673,2.4315978301811563,1.1645791878522285,7.3965962550511
2017-06-27,2.190192825574272,2.758225270829976,2.362896558258691,1.1661709353107155,7.438967669403801
2017-06-28,2.167614291074432,2.776587388995913,2.31095835274434,1.2179247919671248,7.442876412547081
2017-06-29,2.168927685517244,2.661091346042117,2.303805175002156,1.2089195164133233,7.436036847318721
2017-06-30,2.1569774018121373,2.6775927068020318,2.2359171366741513,1.201973656320593,7.423960570443658
2017-07-03,2.162960016830608,2.6793273218131106,2.232827348887852,1.194560689273501,7.403685736024892
2017-07-04,2.156955769288608,2.6951257123227537,2.2156414577993617,1.1867768221602017,7.384876448983357
2017-07-05,2.159460560818746,2.6136614547754777,2.201996016060994,1.2096809418025418,7.383677871518062
2017-07-06,2.1462364372721137,2.5491646474142735,2.1166082289473507,1.166685549698251,7.389129260835482
2017-07-07,2.172130135228167,2.563302257223986,2.1228520781323503,1.1765093265166384,7.3373441856057
2017-07-10,2.1852462713678693,2.6340402969878522,2.198624380356746,1.18241949271829,7.325575284357653
2017-07-11,2.170284784946935,2.568575158143046,3.0613009827893483,1.228454005548818,7.296311541384072
2017-07-12,2.1738995741436504,2.5596960668730113,2.829442123959419,1.222605369157867,7.2785700881843525
2017-07-13,2.1511519996850437,2.5039945742781846,2.8019783025580076,1.216173554705958,7.245781728326597
2017-07-14,2.1395747478193705,2.470979969975444,2.795034378340385,1.208554968947861,7.230788589787313
2017-07-17,2.2644708894179217,2.4581155371557593,3.1608753085269066,1.2223126710461136,7.204212804620037
2017-07-18,2.1572439271589583,2.403022586053002,3.237984490746399,1.2123655452444049,7.166158152192517
2017-07-19,2.196626894245146,2.3605065372758456,3.3158050026879557,1.207094856258266,7.319380278228488
2017-07-20,2.1875674414408457,2.332168600623691,3.3726283284589895,1.1995922450756873,7.302179525934164
2017-07-21,2.180004870469855,2.288910031372773,3.016546332006896,1.1742716255589407,7.40042370281887
2017-07-24,2.1723699357676733,2.3038700328990336,2.7455777709216695,1.172618958216632,7.4035036710256525
2017-07-25,2.163261346048371,2.255260183010459,2.8525743651584667,1.1738206583399537,7.38054008083824
2017-07-26,2.142050346105227,2.218242995485277,2.6738178981260186,1.1754062414220507,7.360917630745797
2017-07-27,2.171741089033372,2.324755605243316,2.5740131252039,1.1744287664867528,7.357964685939584
2017-07-28,2.171403045163079,2.1773472497218926,2.7387999259828404,1.1717828390360814,7.3364954384265575
2017-07-31,2.1691897192823544,2.163677665703014,2.607614005101361,1.1703379268328955,7.31566035765868
2017-08-01,2.168032388701657,2.1432334224224645,2.591819549664958,1.1669079690887267,7.29640264665298
2017-08-02,2.1501569062026404,2.1408857202064002,2.660799975376907,1.1612497492822256,7.289188819928253
2017-08-03,2.1530603582059853,2.1190935207706643,2.5247867646503805,1.1904833210903683,7.27546713073036
2017-08-04,2.1583945500886257,2.1131655945181502,2.4556641949549656,1.1860757199739367,7.256576265588721
2017-08-07,2.1456277725549135,2.140795597115937,2.849438749915239,1.182105640462915,7.2348569933699665
2017-08-08,2.139976264812195,2.1290918078986363,2.9251898682348223,1.1780189894792419,7.222330880077973
2017-08-09,1.9796466952557974,2.1665957129043893,2.782077397077107,1.1772572905895917,7.217398921149129
2017-08-10,2.164524531827982,2.162106604135143,2.682958989234867,1.1748595988187203,6.496252409653862
2017-08-11,2.2981785763220386,2.19156814118069,2.545277312000449,1.1712810863114682,6.363830467017898
2017-08-14,2.1570484054984638,2.188458500595151,2.471967379937867,1.1796945532171594,6.227464397641526
2017-08-15,2.150532573035794,2.162175685085346,2.4335212043812677,1.1772035688932005,6.050392937574451
2017-08-16,2.1366031521982847,2.147197947281426,2.6071684910317625,1.1738746818168622,6.240194044630144
2017-08-17,2.171869633095182,2.1404931102127733,2.616838575618295,1.1715187353916439,6.764981463599047
2017-08-18,2.160161633656308,2.106533976428361,2.4872915809584804,1.177007487439358,6.340909358600103
2017-08-21,2.2086158279301573,2.0971305623160426,2.490553273830386,1.1750116588679276,6.476006544313856
2017-08-22,2.2082230607491313,2.083739333276357,2.9832211781780362,1.1807213253917284,6.273241560978288
2017-08-23,2.2019961353356203,2.0949282135411975,2.9534531029708826,1.1805217177345562,6.105550655506057
2017-08-24,2.1869510232077203,2.068476861201688,3.393032855711455,1.1775006624857791,5.980848366905696
2017-08-25,2.1993637425245245,2.0340157589971204,3.0307239659932366,1.1739723783622356,5.901752074672299
2017-08-28,2.2094774172317444,2.1305434730259707,3.0414124003063576,1.1748403767695523,5.779395926962966
2017-08-29,2.2022982178910118,2.1066997840037325,2.991881736456481,1.1736885971136133,5.605435251049735
2017-08-30,2.1997785094249287,2.0752285309791474,2.969006955751031,1.1733077046799647,5.441859598992055
2017-08-31,2.222085514672906,2.1950212161930716,2.9539381324064613,1.171209287704639,5.309421035105076
2017-09-01,2.2195497743162376,2.1208791674111223,2.9381045795554437,1.1675423492546764,5.279639447946139
2017-09-04,2.200220774306663,2.107370661251011,2.952597247228347,1.1714551249622185,5.530790045526298
2017-09-05,2.208719416076029,2.191786364024028,3.0485326090070015,1.1071429769183279,5.473171350050932
2017-09-06,2.2038708169173202,2.1197822270290887,3.0181899525599496,1.0841697497977982,5.312083415835179
2017-09-07,2.2052955574508917,2.0602411159970817,3.0073750706492803,1.1794283833617398,5.03897281745047
2017-09-08,2.22319157263307,2.001720421461474,3.013790178384179,1.176257295310013,4.759594946612086
2017-09-11,2.2076641319586603,1.9543132923459159,2.9934221217054384,1.1880024029262313,4.815063599291108
2017-09-12,2.215230395000773,1.9823567216080862,2.977728056213166,1.1937098418167913,4.970027651212406
2017-09-13,2.1995796031492185,1.9205818968560906,2.9545468144550013,1.1995492342122336,5.020987968604833
2017-09-14,2.2185948271031815,1.8581142452098334,2.94523752408491,1.1980762426076168,5.103412398620504
2017-09-15,2.2404216130009273,1.7998116829442634,2.977450471418967,1.1974193760558176,4.988175508764565
2017-09-18,2.2366064355702995,1.935176507426572,2.961470341268917,1.193729310461718,5.027497629007329
2017-09-19,2.2323364055996815,1.940408418137344,2.962426884510529,1.195696882625092,5.193282164485272
2017-09-20,2.2180161388680832,2.098643479879455,2.9434793760645888,1.1926404976306446,4.766139189296171
2017-09-21,2.277792537622036,2.404152843223951,3.12742686479061,1.1902026741883016,5.370090950899377
2017-09-22,2.246613353560864,2.2784635628401686,3.10043992102255,1.1886077613351433,5.266539146411636
2017-09-25,2.241486952677232,2.3160777773258703,3.069122811158089,1.191187586535165,5.340581364301147
2017-09-26,2.243856206738483,2.52171337228238,2.864559312663388,1.198937310443418,5.309911556652266
2017-09-27,2.248431289283654,2.3580007775158136,2.8838392822673318,1.196395368984415,5.1649425871274675
2017-09-28,2.248262515529056,2.2223400210222333,2.878050763905818,1.1964913410434181,5.046783251419922
2017-09-29,2.2447036995589795,2.1547487454845053,2.8703173747430806,1.1945712700632611,5.0593126067863015
2017-10-02,2.2433874909253926,2.157346302011627,2.8846052268809874,1.1914661825970607,4.976599329444766
2017-10-03,2.225818541847473,2.0841520935204003,2.8741080839375477,1.1926308359289686,4.932452954864428
2017-10-04,2.2334334168209624,2.0290669270970016,2.8815628166966105,1.1882518923770453,4.811849101488403
2017-10-05,2.2383982140457204,2.0396280394467663,2.858424085786454,1.18721681853394,4.6792728206376974
2017-10-06,2.2366958216468693,1.9909353918257262,2.9985960100976086,1.186943326104687,4.871309293781676
2017-10-09,2.2581850933001886,1.996210011409019,3.0049791415423455,1.1832852923551869,4.815043940512032
2017-10-10,2.2058423821684294,1.9606131734257517,2.975188331818876,1.1344965447495565,4.7473399210909495
2017-10-11,2.2084396593453675,1.9174694585945415,3.0853096868002563,1.149502084496526,4.614570998330929
2017-10-12,2.2009197085977004,2.0946302794729963,3.05589684563974,1.1358868576522447,4.504318711977846
2017-10-13,2.1977796806022996,2.4460487176905867,3.078661869906456,1.1644662588663826,4.516006715782251
2017-10-16,2.2261591695994363,2.4285323705021735,3.0269125013351172,1.162978547169911,4.57109622434815
2017-10-17,2.2191123572788567,2.3780507983450736,3.080446996883389,1.1671974913212912,4.484241936296083
2017-10-18,2.2169125294955347,2.333541551505299,3.068177327712942,1.185495385678567,4.423829807250521
2017-10-19,2.2100030670054855,2.366332917785314,3.0609580097454323,1.1840097910735532,4.408860005098658
2017-10-20,2.199454319247084,2.316623387933657,3.0626042708762875,1.1402484454338178,4.40153347650681
2017-10-23,2.1971538655627865,2.2088670101540884,2.8951652061216433,1.132949046177119,4.470852315720689
2017-10-24,2.309072950754901,2.21666589408509,2.891965719145126,1.1201138185218815,4.353424453006918
2017-10-25,2.304922076308983,2.1407582141975303,2.889249437403098,1.1222189481436622,4.38547623288369
2017-10-26,2.2981934450369628,2.205665397979539,2.9100926551774013,1.1684398338306767,4.269094410852721
2017-10-27,2.295979635995845,2.11697192081614,3.0273826701051885,1.177574267496743,4.482666060353908
2017-10-30,2.2845803818467547,2.1879030752050395,3.002866105500258,1.1503198167724775,4.4680913609623225
2017-10-31,2.320001210864285,2.3605640257975216,2.9733399270420495,1.1731919578082015,4.430781689196165
2017-11-01,2.2920227310935934,2.3068741905873726,2.9562313934307376,1.1660206475028236,4.40521636920775
2017-11-02,2.2854573985544175,3.046441864344726,2.9404093326504395,1.1610074800066819,4.605642271582467
2017-11-03,2.27378352861555,2.896893562480422,2.941450737621952,1.1459415732947473,4.550148336446865
2017-11-06,2.2612043339312637,2.5613635887232165,2.9299744116485122,1.176382787893056,4.59383840324083
2017-11-07,2.2509728178924617,2.3311146893791115,2.920569859429786,1.174671954096962,4.491876592560383
2017-11-08,2.2430359926037324,2.4339230277377095,2.909972117368048,1.1721602197247565,4.60809306999727
2017-11-09,2.238430177013149,2.277700987474936,2.897579284704058,1.1699768979272331,4.636021988938499
2017-11-10,2.2306531244293017,2.451558261996449,2.8905308804968994,1.1677058659670254,4.514926175931629
2017-11-13,2.2228724704494494,2.328627753085543,2.915446454492793,1.1692053724714038,4.472365322220038
2017-11-14,2.217312620010938,2.458098159904874,2.9188712633100042,1.1665994716295487,4.592266532116836
2017-11-15,2.217959468353713,2.2400711324662015,2.908547732020861,1.170670474193995,4.535412595063384
2017-11-16,2.209772373581927,2.0855672798860954,2.9720216900236647,1.1655993804857685,4.55091598645059
2017-11-17,2.213813083404212,2.4135684008034812,2.975691085789783,1.1668717807486446,5.099562515480561
2017-11-20,2.208125060977837,2.228609279451715,2.964507006311454,1.1660021048284743,5.2482458196922455
2017-11-21,2.2108743092231298,2.4268490218972447,2.927754843065344,1.171416423058659,5.245574187741964
2017-11-22,2.2043444581597815,2.967949620861618,2.965411060849313,1.1666532443097857,5.194468585562027
2017-11-23,2.2019095834270055,2.648143998030268,2.9569488672591424,1.063735882797189,5.164392963892679
2017-11-24,2.1966942359073123,2.568701876899091,2.9555637441353224,1.0798552638776262,5.272456312767276
2017-11-27,2.220277150894611,2.4333998727720285,2.988040343856255,1.0540233954482865,5.302652917722842
2017-11-28,2.227143622714187,2.2235328414033773,2.9789839850759843,1.0601134954114304,5.329767795128097
2017-11-29,2.220199260171552,2.1869276228021635,2.971684243650256,1.045703226333614,5.281177504416639
2017-11-30,2.2058241498543714,2.0796504453384705,2.9735995844779173,1.044583106086963,5.3675963561590665
2017-12-01,2.2115298731659543,2.0996743980843506,2.9659199041765825,1.076899755902415,5.350427132269886
2017-12-04,2.203548197016177,2.3725986460565913,2.959027489009628,1.0795584530142663,5.323340140072909
2017-12-05,2.1983837886431354,2.240413143711421,2.962479180682103,1.1230049297669449,5.466606189251613
2017-12-06,2.193361526855152,2.4814003598139514,2.9546378149300265,1.1244843344323359,6.688860546776417
2017-12-07,2.129052984631909,2.326482848646876,2.9429813874796915,1.113247024185953,6.359829477743381
2017-12-08,2.202930882383371,2.1984656008667014,2.9551029597664824,1.1068958309040233,6.50173051507442
2017-12-11,2.1959710359423097,2.222904761554917,2.9543560319053492,1.1006461285856577,6.388436990018544
2017-12-12,2.189472594429238,2.1040099079344787,2.9477223921306384,1.0887195315442881,5.621807813374656
2017-12-13,2.1823683622446746,2.0355026553671776,2.954255094459208,1.0743459140833236,5.602018736137768
2017-12-14,2.2169638661597513,2.0069622076737845,2.970794626143115,1.0710151850455776,5.616593905345393
2017-12-15,2.2117195196741255,2.353498739734988,2.9956195007763293,1.0986449026093412,5.600188772083867
2017-12-18,2.2133876336882183,2.2138975882222747,2.9892829208580585,1.0808584022066796,5.561082497057761
2017-12-19,2.2041392784490625,2.1605689048822914,2.9871169962708874,1.0914631697124908,5.53088431694338
2017-12-20,2.2091192868023506,2.340095392558778,2.9821628496410013,1.0831392624338771,5.496418917986942
2017-12-21,2.204933567305795,2.323365357966045,2.970836763552855,1.179012245737028,5.528350999002532
2017-12-22,2.2024806606376046,2.228742435965497,2.977276079576424,1.1504233798014922,5.567697280923542
2017-12-26,2.198277791966602,2.1047479628187804,2.9712426323739174,1.1289761189823226,5.5582323160746
2017-12-27,2.1966240363954355,2.054259243290458,2.965090759444787,1.1246785486705912,5.39178798287531
2017-12-28,2.1934065313476845,1.963254082614214,2.950144530272048,1.1219351952582477,5.858277640138723
2017-12-29,2.186657469510736,2.2344111786466723,2.95087007461578,1.1026593160180695,6.974445215788378
2018-01-02,2.1879825307380982,2.177621746286292,2.9515947746635782,1.1015161021490272,5.321046215598032
2018-01-03,2.1952877017083448,2.084269135679907,2.9476847928718564,1.0982043847663023,6.823854559986924
2018-01-04,2.157629495556669,2.13702632908749,2.884864441771849,1.0934226673620762,6.9707975582448025
2018-01-05,2.1546273981307245,2.1427487783751524,2.8759710022564895,0.9837043641811091,5.369456329190157
2018-01-08,2.167859736002744,2.019243624238605,2.873232100401099,0.9653103028072857,5.351611462145493
2018-01-09,2.163553517566926,1.925964932467089,2.891601531597495,1.058631447993828,5.81236621841693
2018-01-10,2.1562802140663586,2.0087999589642482,2.8813764958893477,1.0490450957411719,5.3301080459216665
2018-01-11,2.1533116692152685,1.9212911240215307,2.888379184571713,1.080541379897697,5.643376670981431
2018-01-12,2.1469294496252034,2.2510336192963356,2.901052806695197,0.9636320522988282,6.304583333940481
2018-01-15,2.138576077819908,2.16742755519584,2.9695980649178244,0.9592166097365662,6.080457879458637
2018-01-16,2.130614421421205,2.184208891372664,3.270846978010453,0.9343989516186431,5.857992822367701
2018-01-17,2.130978384273073,2.068798233989253,2.9853530987257733,0.9427366646460754,5.298552126133473
2018-01-18,2.123786370462185,1.984487102427127,2.976423172727496,0.937499291232714,5.776070104910592
2018-01-19,2.1511180563683476,2.2095775621847205,2.9788102348367054,0.9945053405035996,5.991727245423537
2018-01-22,2.1467050575826834,2.135190816065287,3.0148099659860117,0.9881776790150991,5.291501113507784
2018-01-23,2.1441092482596766,2.178764298292122,2.9875017091661884,0.9959283898544882,6.7481934724547274
2018-01-24,2.144183712737154,2.3132097190065517,3.3346290291817486,1.0075838889778619,5.614570964656474
2018-01-25,2.1627802018224176,2.29884599015173,3.154037670604225,0.9824430507221978,5.928563593171066
2018-01-26,2.184347444933384,2.3253750964317486,3.0981859920399226,0.9441692626693019,5.525932099943512
2018-01-29,2.1569348612714836,2.2547721079471454,3.153513478068699,0.9396798095561866,5.421982255831634
2018-01-30,2.1511703848221444,2.38822120501084,3.0763761238007334,0.913638522597711,5.3685733011973396
2018-01-31,2.1696892603357134,2.4285623145693336,3.015635653065135,0.9348820183606343,5.594083936670379
2018-02-01,2.1467114926099864,2.3220942897040486,3.044502222251777,0.9833007283943223,5.395093684583775
2018-02-02,2.1655364588997097,2.317468182561871,3.0046984260492766,0.9847912097763312,5.4143017752997995
2018-02-05,2.1465223729266136,2.2812912719451477,2.9920566193700235,1.0797994914476345,5.962718272098385
2018-02-06,2.141530496045517,2.132947099762264,3.0208153152094623,0.9967067791999664,5.386631759599197
2018-02-07,2.1367087954661415,2.3341571360018474,2.996113683235961,1.000459720317499,5.7601789368538086
2018-02-08,2.131857687268591,2.188918274669905,2.962092662085997,1.0024047448550824,5.422644965864277
